item_no,barcode,name,comp_nm
65673,8809118816143,동원홈푸드피코크된장찌개양념,동원홈푸드
65676,8801214504009,푸드웰언제어디서나짜먹는포도잼,푸드웰
65677,8801214503002,푸드웰언제어디서나짜먹는딸기잼,푸드웰
65679,8805999602295,복음자리짜먹는무농약딸기로만든잼,복음자리
65820,3305041100625,제제파크)토판천일염가는소금,제제파크
65822,8806078750968,신세계인터내셔날)새콤달콤파인애플자연발효식초,신세계인터내셔날
65823,8806078750975,신세계인터내셔날)싱그러운베리베리자연발효식초,신세계인터내셔날
65824,072810772149,훼미리인터내셔날)리고초코시럽,훼미리인터내셔날
65825,5410531101261,코만푸드)바질(ISFIBASIL),코만푸드
65828,8051128870657,영남코프레이션)트러플소스,영남코프레이션
65829,8809348252032,이마트)양파가루,이마트
65830,8809409692043,이마트)피클링스파이스,이마트
65831,8809348252025,이마트)마늘가루,이마트
65832,8809409692081,이마트)타임,이마트
65833,8809409692012,이마트)바질,이마트
65834,8809303758043,이마트)페퍼론치노홀,이마트
65835,8809348251981,이마트)크러쉬드레드페퍼,이마트
65836,8809409692029,이마트)계피가루,이마트
65837,8809409692050,이마트)로즈마리,이마트
65838,8809348251950,이마트)백후추파우더,이마트
65839,8809348251929,이마트)흑후추파우더,이마트
65840,8809409692067,이마트)오레가노,이마트
65841,8809409692036,이마트)쿠민,이마트
65842,8809409692074,이마트)펜넬,이마트
65905,8801199032184,대한제당)피코크자일로슈가화이트,대한제당
65908,8801013190038,삼양사)트루스위트몸에흡스룰줄여주는자일로스설탕,삼양사
66061,88009258653981,신영에프에스)요리하다계피가루45G,신영에이치에스
66062,8809348253459,제이푸드서비스)요리하다생강가루45G,제이푸드서비스
66064,,전원식품)요리하다국내산생강가루40G,전원식품
66066,8809258658061,신영에프에스)요리하다강황분55G,신영에이치에스
66068,8809015183010,브레드가든)계피가루시나몬파우더46G,브레드가든
66069,8809322160643,청화농산)요리하다깨소금180G,청화농산
66075,8801005960151,진성에프엠)폰타나베네치아페페론치노&갈릭봉골레430G,진성에프엠
66076,8801005960489,샘표)폰타나아브루초피칸테알리오올리오430G,샘표
66077,8809205913380,태평소금)초이스엘CHOICEL후추소금100G,태평소금
66081,8004123014021,롯데쇼핑)올리브유스프레이에어프라이어용200ML,기타
66082,8004123014038,롯데쇼핑)포도씨유스프레이에어프라이어용200ML,롯데쇼핑
66143,8809084016035,젠푸드)요리하다백년짜장소스,젠푸드
66157,8809056510509,참고을)온리프라이스참기름,참고을
66158,8805378000278,천연식품)온리프라이스사과식초,천연식품
66159,8805378000261,천연식품)온리프라이스양조식초,천연식품
66164,8809006619375,삼양사)온리프라이스식이섬유35%함유올리고당,삼양사
66165,8805378000285,천연식품)요리하다미감,천연식품
66183,8809360921749,아이배냇)순간장소스국물용,아이배냇
66191,8801045800578,오뚜기)라구볼로네제파스타소스,오뚜기
66381,8801045923901,오뚜기마른안주에찍어먹는마요네스310G,오뚜기
70150,8801045451169,오뚜기연겨자튜브35G,오뚜기
70169,8801005105002,샘표진간장S930ML,샘표식품
70170,8801045200217,오뚜기양조식초500ML,오뚜기
70177,8801007143507,해찬들새콤달콤초고추장500G,씨제이제일제당
70178,8801045445755,오뚜기콩기름900ML,오뚜기
70186,8801045100517,식)오뚜기케찹1KG,오뚜기
70188,8801007297521,다시다국내산멸치골드100G,CJ제일제당
70191,8801045203218,오뚜기현미식초500ML,오뚜기
70193,8801052103419,대상감칠맛미원250G,대상
70195,8801007150390,백설부침가루1KG,씨제이제일제당
70197,8801007264028,CJ)다시다쇠고기12T96G,CJ제일제당
70198,8801052171043,미원맛소금250G,미원
70199,8801045426402,오뚜기빵가루500G,오뚜기
70222,8801052748887,대상 청정원신안섬보배100%천일염가는소금,대상
70223,8801007164793,백설오천년의신비명품구운소금,씨제이제일제당
70232,,대상 청정원요리하는올리고당,대상
70234,8801045160023,오뚜기 햄스프레드,오뚜기
70235,8801045366388,오뚜기 이금기중화마파소스,오뚜기
70236,8801005960038,폰타나 비비큐치킨 립소스,폰타나
70237,8801039914151,해표 식용유,해표
70238,8801052736440,대상 요리통후추 그라인더,대상
70239,8801065001337,진한하인즈토마토케찹,하인즈
70254,8801007209746,씨제이 키위샐러드소스 115G,씨제이제일제당
70255,8801007378640,씨제이 파인애플샐러드소스 115G,씨제이제일제당
70256,8801052037479,대상_청정원_파마늘기름_120G,대상
70257,8801052733852,대상 청정원매콤한해물굴소스 250G,대상
70258,8801052733081,대상 청정원오리엔탈스테이크소스 250G,대상
70259,880104512108,오뚜기 삼겹살제주식멜젓소스 270G,오뚜기
70260,8801045176406,오뚜기 홀그레인머스타드소스 280G,오뚜기
70261,8801005922159,샘표 폰타나이탈리안드레싱 270G,샘표식품
70262,8801052071886,대상 청정원머쉬룸투움바파스타소스 350G,대상
70263,8801052728315,대상 청정원코울슬로드레싱 315G,대상
70264,8801007683485,CJ 백설남해바다굴소스 500G,CJ제일제당
70266,8801007636191,씨제이 다담매콤떡볶이양념 140G,씨제이제일제당
70267,8801007835860,씨제이 다담매콤두부조림양념 140G,씨제이제일제당
70268,8809568421041,설탕대신마스코바도 480G,설탕대신
70269,8801045140186,오뚜기 와사비마요네즈 310G,오뚜기
70286,9300657300098,하인즈 스위트칠리소스,하인즈
75053,8809205913519,이마트 피코크 통흑후추솔트그라인더 65G,이마트
75057,8809409692098,이마트 피코크 강황 54G,이마트
75078,8809186384322,친정엄마친정엄마검정깨소금,친정엄마
80155,8801045612416,오뚜기옛날쌀엿1.2KG,오뚜기
80166,8801045205212,오뚜기2배양조식초500ML,오뚜기
80169,8801045420509,오뚜기튀김가루1KG,오뚜기
80171,8801964710354,초야식품)도담예본복합찹쌀가루300G,초야식품
80173,8801007150352,백설튀김가루1KG,씨제이제일제당
80197,8801114123720,풀무원 허니머스타드드레싱,풀무원
80203,8801389032901,진미 소스 고기용(오리지널),진미식품
80207,8801052033174,대상 청정원홀스래디쉬스테이크소스,대상
80208,8803612001654,전원식품 녹두빈대떡가루,전원식품
80209,8801005118507,샘표 새미네부엌국간장,샘표식품
80210,8801558600368,움트리 와사비초고추장,움트리
80211,8801052036199,대상 청정원양조간장깔끔한맛,대상
80224,8801114144121,풀무원 레몬갈릭샐러드소스 110G,풀무원
80225,8801114123744,풀무원 클래식시저드레싱 220G,풀무원
80226,8801114123850,풀무원 발사믹올리브유드레싱 235G,풀무원
80227,8801045120577,오뚜기 삼겹살양파절임소스 275G,오뚜기
80228,8801052024653,대상 청정원피넛월남쌈소스 240G,대상
80229,8801052135779,대상 청정원생강매실맛술 410ML,대상
80230,8801052728292,대상 청정원1000아일랜드드레싱 310G,대상
80231,8801389032932,진미 와사비소스 300G,진미식품
80232,8801045176314,오뚜기 1000아일랜드드레싱 500G,오뚜기
80233,8801052019666,대상 청정원알리오올리오파스타소스 360G,대상
80234,8801052027050,대상 베이컨 생크림까르보나라파스타소스350G,대상
80235,8801045447025,오뚜기 라조장양파 200G,오뚜기
80236,8801045800202,오뚜기 스파게티소스토마토 685G,오뚜기
80237,8801007617121,씨제이 다담갈치조림양념 150G,씨제이제일제당
80238,8801114125328,풀무원 찬마루 국산콩청국장찌개양념 130G,풀무원
80239,8801114148280,풀무원 큰건더기강된장덮밥소스 170g,풀무원
80240,8801039003237,해표 리얼큐브다진마늘 23G,해표
90152,8801007176369,백설소불고기양념500G,씨제이제일제당
90159,8801005109000,샘표국간장930ML,샘표식품
90160,8801007831541,해찬들태양초고추장500G,씨제이제일제당
90163,8807443011349,인스턴트분말이스트8G,기타
90169,8801045611211,오뚜기옛날물엿700g,오뚜기
90170,8801045208312,2배현미식초900ML,오뚜기
90179,8801045612218,오뚜기)옛날쌀엿조청700G,오뚜기
90180,8801045202310,오뚜기사과식초900ML,오뚜기
90194,8801007243054,CJ다시다쇠고기100G,CJ제일제당
90202,8801052171050,청정원미원맛소금500G,청정원
90203,8801052103310,대상감칠맛미원100G,대상
90235,8801052740355,대상 허브맛쏠트순한맛,대상
90242,8801045130316,오뚜기 비빔장,오뚜기
90243,8801068385588,onlyprice 깔끔하게 짜먹는 딸기잼,온리프라이스
90244,8801068385571,onlyprice 깔끔하게 짜먹는 사과잼,온리프라이스
90247,8801065104397,하인즈 할라페뇨케찹,하인즈
90248,8801052036151,청정원 햇살담은 진간장 골드,청정원 
90249,8801065103918,하인즈 굿 마요네즈,하인즈
90250,8801052727516,대상 청정원요리하는올리고당,대상
90264,8801045176321,오뚜기 타타르소스 245G,오뚜기
90265,8801052731995,대상 청정원연겨자 95G,대상
90267,8801389031041,진미 불맛춘장 300G,진미식품
90268,8858135040086,미성스리라차칠리소스 180ML,미성패밀리
90269,8801052024660,대상 청정원월남쌈소스 240G,대상
90270,5706386102028,원티드매운살사소스260G,원티드
90271,4006824000246,홈플러스바베큐소스 250ML,홈플러스
90272,8801045104119,오뚜기 칼로리를줄인케찹 280G,오뚜기
90273,8801007762432,CJ 백설맛술로즈마리 800ML,CJ제일제당
90274,8801045167213,오뚜기 논콜마요네즈 500G,오뚜기
90275,4006824000970,홈플러스 스위트앤사우어소스 250ML,홈플러스
90276,8801045450261,오뚜기 겨자냉채소스 250G,오뚜기
90277,8801052753287,대상 청정원알프레도크림치즈파스타소스 350G,대상
90278,8809258690474,유자오렌지드레싱 230G,기타
90279,8801005931229,샘표 송추계곡닭볶음탕양념 180G,샘표식품
90280,8809251850073,하이몬칠리샤브수끼소스 300ML,하이몬
90281,8809322942324,보쌈수육참쉬운비법육수 150G,보쌈수육
A30021,8801046303221,(주)애경산업순샘히말라야핑크솔트,애경산업
A30041,8809370352151,(주)송림푸드 처음먹는카레소스,송림푸드
A30043,8809287070650,(주)그린에프엠뿌릴락비빌락해물,그린에프엠
A30044,8809360921091,순창장류주식회사아이배냇순창한식된장,기타
10246,8801104308267,토핑오트&애플시나몬,기타
10247,8801155731847,소와나무덴마크커피커피,동원에프앤비
10248,8801155731625,소와나무덴마크초코초코우유,동원에프앤비
10249,8801155822828,소와나무덴마크드링킹요구르트베리믹스,동원에프앤비
10250,8801207141228,파스퇴르요구하이,파스퇴르
10252,8801115136347,서울우유귀리우유,서울우유
10253,8801207154884,파스퇴르위편한하루,파스퇴르
10254,8801104667364,밀크씨슬간편한닥터캡슐,기타
10256,8801121767122,매일바이오드링킹요커트플레인,매일유업
10257,8801104666626,프로틴고단백질요거트,기타
10259,8801155733810,소와나무덴마크드링킹요구르트파인애플,동원에프앤비
15122,8801157493712,후디스 그릭요거트리얼블루베리 320g(번들),후디스
15126,73882410240,갈바니 리코타치즈425G,기타
15128,,화인 베지터블 오일 스프레드 212G,화인바이오
15129,3073780984492,벨치즈코리아 끼리 그릭스타일 200G,기타
15130,8801128241991,야쿠르트 쿠퍼스 프리미엄C 140ML,야쿠르트
15131,8809274513696,풀무원다논 더눈솔루션 130ML,풀무원
15132,,후디스 그릭요거트리얼블루베리 80G,후디스
15134,8801121761410,매일유업 바이오 달지않은 플레인450G,매일유업
15139,8801069411903,남양유업 떠먹는 불가리스 생크림 요거트 85G,남양유업
15142,8801128200103,한국 야쿠르트 건강한 간 케어 쿠퍼스 프리미엄 140ML,기타
15143,8801207154945,파스퇴르 바른목장 85G,파스퇴르
15144,8801104242165,빙그레 요플레 플레인 85G,빙그레
15184,8801115640448,서울우유)치즈큐빅84G,서울우유
15185,8801207154952,파스퇴르)바른목장85G,파스퇴르
15186,8801104301770,빙그레)요플레 라이트80G,빙그레
15187,8801207155034,파스퇴르)락토프리 속편한 쾌변150ML,파스퇴르
15188,8809274513306,풀무원)위 솔루션130ML,풀무원
15189,,한국야쿠르트)얼려먹는 야쿠르트110ML,한국야쿠르트
15190,,매일유업)바이오 프로바이오틱 생크림 요거트 유자80G,매일유업
15191,,매일유업)바이오 프로바이오틱 생크림 요거크 플래인80G,매일유업
15193,8809350882494,홈플러스마시는유산균,홈플러스
15194,8806371308996,서울에프앤비푸르밀생초콜릿우유,서울에프앤비
15195,880115134350,서울우유성장기우유앙팡,서울우유
15196,8806371308989,서울에프앤비푸르밀바나나우유,서울에프앤비
15208,8801155811624,동원대니쉬THE건강한우유,동원F&B
15209,8801115114390,서울우유후레쉬밀크900ML,서울우유
15210,8801115135777,서울우유속편한우유저지방,서울우유
15211,8801526135410,심플러스국내산1등급원유로만든우유,홈플러스
15212,8801115118183,서울우유저지방나100%,서울우유
15213,8801115115151,서울우유(사각팩),서울우유
15214,8806371303625,푸르밀뼈가튼튼고칼슘저지방,푸르밀
15215,8801069405568,남양맛있는우유GT슈퍼밀크,남양유업
15216,8801069173603,남양맛있는우유GT,남양유업
15217,8801069170480,남양아인슈타인베이비,남양유업
15218,8801121023921,매일상하목장유기농우유저지방2%,매일유업
15219,8806371307715,푸르밀미숫가루우유,푸르밀
15222,8809350882500,홈플러스마시는유산군DELIGHT,홈플러스
15343,8801005960144,폰타나 파르마콰트로치즈 430G,폰타나
15876,8801157900692,후디스 키요그릭요거트젤리청포도50G,후디스
15877,8801157900708,후디스 키요그릭요거트젤리블루베리50G,후디스
15880,8809069960889,이마트 그릭요거트그대로플레인20G,이마트
20061,8801069185194,남양초코에몽250ML,남양유업
20240,8801115114031,서울우유,서울우유
20243,8801155813710,덴마크민트라떼,동원F&B
20245,8801155733568,덴마크드링킹요구르트자두,동원에프앤비덴마크
20246,8801122001386,덴마크드링킹요구르트사과,동원에프앤비덴마크
20247,8801155822385,덴마크드링킹요구르트청포도,동원에프앤비덴마크
20248,8801155731830,덴마크바나나우유,동원F&B
20249,8801115136378,서울우유흑임자우유,서울우유
20250,8801121764176,매일바이오플레인스위트,매일유업
20251,8801121764183,매일바이오딸기요거트,매일유업
25122,8801155469818,동원 소와나무 입안가득부드러운생크림요거트 85G,동원F&B
25123,8801157491589,후디스 그릭요거트플레인 80G,후디스
25124,8801157493514,후디스 코코포도그릭 80G,후디스
25125,8806371308798,푸르밀 흑당 생크림요거트 80G,푸르밀
25126,88002712,빙그레 요플레오리지널딸기85G,빙그레
25127,88004303,빙그레 요플레오리지널복숭아85G,빙그레
25128,8801104665889,빙그레 요플레오리지널망고스틴80G,빙그레
25129,8801128230018,헬리코박터 프로젝트윌150ML,헬리코박터
25155,021000061778,크래프트하인즈코리아 크래프트프리미엄크림치즈226G,크래프트하인즈코리아
25156,5740900050303,매일 루어팍가염버터250G,매일유업
25157,5760466882538,매일 카스텔로까망베르125G,매일유업
25158,880115650263,서울우유 오징어치즈36G,서울우유
25160,8801155735715,동원 덴마크 요거샐러드퍼플150G,동원F&B
25161,8801157491671,일동후디스 그릭요거트 무설탕저지방80G,일동후디스
25162,8801128242288,한국야구르트 슈퍼100딸기90G,한국야쿠르트
25169,8806371309191,푸르밀)프로바이오사과150ml,푸르밀
25177,8710775903179,홈플러스)고다 애 에담치즈스틱75G,홈플러스
25196,5202175019831,영홍식품)엘사보르나쵸앤딥치즈175G,영홍식품
25208,8801121764770,상하목장)유기농베이비요구르트85G,상하목장
25210,8806371309238,푸르밀)살아있는생유산균프로바이오요거트딸기85G,푸르밀
25238,8801069401348,남양)아이꼬야아기랑쌀이랑1.080ML,남양유업
25239,8801069401317,남양)아이꼬야아기랑쌀이랑180ML,남양유업
25244,8809216330398,태광웰푸드)처음먹는칼슘츄러스치즈45.5G,태광웰푸드
30208,8801104302739,빙그레요플레닥터캡슐프로텍트플레인,빙그레
30209,8801104240284,빙그레요플레오리지널딸기,빙그레
30210,8801121766347,매일피크닉청포도,매일유업
30211,8801121025666,매일아몬드브리즈뉴트리플러스프로틴,매일유업
30212,8801121027141,매일썬업그린(과일야채샐러드),매일유업
30213,8801104303989,빙그레요플레오프룻복숭아,빙그레
30214,8801104273626,빙그레요플레오프룻블루베리,빙그레
30215,8801069176567,남양이오트웬티즈,남양유업
30216,8809296886822,푸드웰뽀로로워터젤리포도,푸드웰
30217,8801069173597,남양맛있는우유GT,남양유업
30218,8801155411114,소와나무쿨피스오리지널복숭아,소와나무
30219,8801155418212,소와나무쿨피스오리지널파인애플,소와나무
35024,8801207141273,파스퇴르_오직요구르트100_400G,파스퇴르
35061,8809405291851,퓨어잇 사과엔요거트 16G,퓨어잇
35075,8801115711056,서울우유)서울연유500G,서울우유
35117,8801150300413,매일유업)까망베르자연치즈100G,매일유업
35118,8801150300451,매일유업)브리자연치즈100G,매일유업
35126,8801104308908,빙그레)요플레패션프루트320G,빙그레
35127,8801104308922,빙그레)요플레패션프루트80G,빙그레
35128,8801115691068,서울우유)쭈욱늘어나는체다치즈18매,서울우유
35129,3073780963893,프랑스)끼리크림치즈플레인108G,기타
35131,880115620242,서울우유)양팡치즈까요까요유기농73G,서울우유
35132,8801155735692,덴마크)요거샐러드그린150G,덴마크
35133,8801207154938,파스퇴르)바른목장85G,파스퇴르
35134,8801104240338,빙그레)요플레클래식85G,빙그레
35135,8809488883127,매일유업)수제고다치즈상하농원100G,매일유업
35177,8801207050131,파스퇴르)안나오면펴들어간다쾌변사과450ML,파스퇴르
35178,8809274510107,풀무원)액티비아사과130ML,풀무원
35179,8809274510602,풀무원)약티비아딸기130ML,풀무원
35181,8801069404363,남양유업)든든한끼바나나&곤약150G,남양유업
35182,8801155734558,동원F&B덴마크요거밀단호박150G,동원F&B
35183,8801155735708,동원F&B덴마크요거샐러드옐로우150G,동원F&B
35184,8801155734541,동원F&B)덴맠요거밀자색고구마150G,동원F&B
35185,8801069404103,남양유업)불가리스위쎈저지방150ML,남양유업
35197,8801157491985,일동후디스)후디스그릭요거트플레인450G,일동후디스
35198,8801157491992,일동후디스)후디스그릭요거트무설탕저지방415G,일동후디스
35199,8801121759165,매일유업)바이오달지않은플레인요거트900G,매일유업
35200,8801069184296,남양유업)불가리스100%무첨가프리미엄플레인435G,남양유업
35201,8801069187754,남양유업)불가리스당무첨가리얼플레인435G,남양유업
35210,8801121759790,매일유업)슬로우밀크저지방180ML,매일유업
35213,8801115134312,서울우유)앙팡성장기우유180ML,서울우유
35214,8809350881077,서울에프엔비)뽀로로가좋아하는바나나우유140ML,서울에프엔비
35215,8801128230087,한국야쿠르트)헬리코박터프로젝트윌저지방150ML,한국야쿠르트
35216,,상하목장)유기농딸기우유125ML,상하목장
35217,8801069186757,남양유업)아인슈타인천연DHA우유120ml,남양유업
35767,8809069967697,에이뷰)그릭요거트그대로딸기,에이뷰
40061,8806371301614,푸르밀검은콩우유300ml,푸르밀
40062,8801155730994,덴마크대니쉬우유450ML,동원에프앤비덴마크
40227,8801104666640,빙그레요플레프로틴고단백질요거트,빙그레
40228,8801207050742,롯데파스퇴르쾌변골드키위,푸르밀
40229,8801128280310,한국요구르트목호강에이스,한국야쿠르트
40230,8801128280464,한국요구르트왕목호강에이스,한국야쿠르트
40232,8801121770757,매일바이오드링킹요거트블루베리,매일유업
40234,8801115137658,서울우유살롱밀크티,서울우유
40237,8801069401980,남양불가리스위쎈,남양유업
40240,8801115118138,서울우유저지방200ML,서울우유
45119,5711953063954,매일유업)알라무엽버터400G,매일유업
45120,051934721233,미국)콜비잭치즈227G,미국
45121,8801155736910,동원F&B)덴마크구워먹는치즈오리지널125G,동원F&B
45122,8801207154938,롯데푸드)파스퇴르바른목장알로에85G,롯데푸드
45123,8801069412788,남양)퍼먹는불가리스든든한끼호두&아몬드150G,남양유업
45124,8801069400037,남양유업)A급품격의파르미지아노A에이치즈플레인40G,남양유업
45125,8809274510206,풀무원)풀무원다른액티비아포도130ML,풀무원
45130,8801155728960,동원)체다치즈 클래식612G,동원F&B
45131,8801207060918,피스퇴르)안나오면 쳐들어간다 쾌변포도150ML,피스퇴르
45132,8809274511913,풀무원)다논 액티비아 화이트130ML,풀무원
45133,8801128242301,한국야쿠르트)슈퍼100 블루베리40G,한국야쿠르트
45135,5740900053304,매일유업)루어팍 무염버터250G,매일유업
45148,8801115634690,서울우유)치다치즈(15매입)300G,서울우유
45149,8801115633709,서울우유)치다치즈(50매입)900G,서울우유
45162,8801155729646,동원)트리플 슬라이스360G,동원F&B
45180,8801069182551,남양유업)드빈치버터무가염450G,남양유업
45181,8801121766996,매일유업)아리아크림치즈-유크림120G,매일유업
45182,5711953017360,매일유업)아리아네츄럴크림치즈150G,매일유업
45183,9300650432383,몬데레즈(호주)소프트필라델피아발라먹기좋은크림치즈딸기200G,몬데레즈
45184,9300650432987,몬데레즈(호주)소프트필라델피아발라먹기좋은크림치즈마늘200G,몬데레즈
45185,9300650432185,몬데레즈(호주)소프트필라델피아발라먹기좋은크림치즈 200G,몬데레즈
45186,45186,매일유업)상하치즈체다슬라이스500G,매일유업
45216,8801069400044,남양유업)에이치즈크림40G,남양유업
45269,8801121763247,매일유업)유기농코코아우유125ML,매일유업
45270,88004600,매일유업)유기농바나나우유125ML,매일유업
45271,8801121763261,매일유업)유기농우유125ML,매일유업
45651,8809597126771,유한회사)에버그로펫밀크피부&모발,유한회사
46029,8801157900708,일동후디스)키요그릭요거트젤리블루베리,일동후디스
50187,8801115134213,서울우유딸기,서울우유
50189,8801115137214,애경말랑카우를좋아하는말랑이버블핸드워시,애경
50190,8801115134237,서울우유초콜릿,서울우유
50191,8 801115 134039,서울우유커피,서울우유
50192,8801155731632,소와나무덴마크딸기딸기우유,소와나무
50193,8801104669344,빙그레애플시나몬맛우유,빙그레
50196,50196,매일바이오드링킹요거트매실푸룬,매일유업
50197,8801121770832,매일바이오백도요거트,매일유업
50198,8801121764190,매일바이오블루베리요거트,매일유업
55016,8801115215240,서울_짜요짜요요구르트포도_240G,서울_짜
55017,8801115215349,서울_짜요짜요요구르트복숭아_240G,서울_짜
55057,8801069408514,남양아이꼬야한뼘더큰아기랑콩이랑1단계120ML,남양유업
55113,8801121020838,매일바이오화이버&칼슘,매일유업
55114,3073781058628,끼리딥앤크런치플레인,벨치즈코리아
55117,8809274510404,풀무원액티비아블루베리,풀무원
55118,8809274510008,풀무원액티비아플레인,풀무원
55120,,한국야쿠르트하루야채뽀로로,한국야쿠르트
55122,8801115620020,서울우유앙팡치즈까요까요,서울우유
55123,880169176734,남양드빈치체다슬라이스,남양유업
55124,8801155734718,동원덴마크요거밀,동원F&B
55127,5711953017353,매일알라크림치즈라이트,매일유업
55128,5200311702913,알미체리페퍼위드스파이스크림치즈,기타
55129,8801128242202,야쿠르트엠프로3마일드,야쿠르트
55180,8801115134435,서울우유딸기,서울우유
55181,8801069173757,남양우유GT찐~하고달달한딸기,남양유업
55182,8801069404516,홈플러스1A우유오리지널,홈플러스
55184,8801121768129,매일소화가잘되는우유오리지널락토프리,매일유업
55187,8801121024072,매일소화가잘되는우유저지방2%락토프리,매일유업
55188,8801121024942,매일소화가잘되는우유바나나,매일유업
55191,8801121020036,매일상하목장유기농우유저지방,매일유업
55192,8801207152842,파스퇴르유기농우유,파스퇴르
55193,8801069173771,남양우유GT찐~하고달달한초코,남양유업
55194,8809350881084,서울에프앤비뽀로로가좋아하는튼튼우유,서울에프앤비
55195,8809350881091,서울에프앤비뽀로로가좋아하는딸기우유,서울에프앤비
55196,8801128230087,한국야쿠르트헬리코박터프로젝트윌저지방,한국야쿠르트
55197,8801069411569,남양백미당유기농네모우유,남양유업
55198,88004648,매일상하목장유기농우유,매일유업
55200,8806371309009,홈플러스하루한컴요거트딸기,홈플러스
55201,8801128240147,한국야구르트핫브루바닐라라떼,한국야쿠르트
55206,8801121109632,매일상하목장유기농저지방우유,매일유업
55208,8801069403724,남양맛있는우유GT소화잘되는배안아픈우유,남양유업
55209,8801753000918,홈플러스1A우유오리지널,홈플러스
55221,8801155720957,동원소와나무고칼슘우유,동원F&B
55222,8801069121253,남양아인슈타인,남양유업
55223,8801121772874,매일우유오리지널,매일유업
55224,8801121023938,매일상하목장유기농우유,매일유업
55225,8801104307604,서울에프앤비메로나보틀,서울에프앤비
56072,8809596575105,천상미)1A그이상의펫밀크건국목장비피더스장유산균,천상미
60198,8801104308281,요플레토핑다크초코,요플레
60199,8801104666107,빙그레요구르트,빙그레
60202,8801104665421,닥터캡슐프로텍트사과,빙그래
60203,8801104669283,닥터캡슐프로텍트베리믹스,빙그래
60204,8801121772881,매일우유저지방,매일유업
60209,8801155733797,소와나무덴마크드링킹요구르트복숭아,소와나무
60228,8801753102704,연세 마카다미아초코우유,연세유업
65017,8801104240581,빙그레 요플레키즈딸기 240G,빙그레
65023,8801121023181,매일_상하목장마이리틀유기농짜먹는요거트사과 바나나_85G,매일유업
65024,8801115215141,서울_짜요짜요요구르트딸기_240G,서울_짜
65059,8809405291820,퓨어잇 딸기엔요거트 16G,퓨어잇
65118,8801121769812,매일유업리코타치즈,매일유업
65119,8801115225614,서울우유듀오안저지방플레인,서울우유
65120,8801115225515,서울우유듀오안오리지널,서울우유
65121,8801121023471,매일유업상하목장슬로우버터가염,매일유업
65122,8801121023464,매일유업상하목장슬로우버터무염,매일유업
65123,8801118557347,롯데푸드파스퇴르홈버터,롯데푸드
65124,8801115563013,서울우유무가염버터,서울우유
65125,8801115336150,서울우유아침에주스포도,서울우유
65126,8801207140221,롯데푸드파스퇴르쾌변피쉬콜라겐,롯데푸드
65127,5200311702920,화인에프앤드비서비스그릴드머쉬름위드크림치즈,화인바이오
65128,8801128242257,야쿠르트엠프로3마일드배모과맛,야쿠르트
65129,880112824230,야쿠르트슈퍼100블루베리,야쿠르트
65133,8801115620013,서울우유까요까요플레인,서울우유
65135,3073781010725,벨치즈코리아끼리플레인,벨치즈코
65198,8809350889257,서울에프앤비커피빈카페라떼,서울에프앤비
65202,8809216330398,태광웰푸드처음먹는칼슘츄러스치즈,태광웰푸드
65513,8809597126764,에버그로펫밀크눈&관절,에버그로
66093,8809557030063,푸드마스터그룹)닥터할리펫밀크캣고양이전용전연령200ML,푸드마스터그룹
66101,8801047643197,동원F&B)뉴트리플랜펫밀크반려묘전용우유,동원F&B
66102,8801047643036,동원F&B)뉴트리플랜모이스트루참치와닭고기,동원F&B
66303,8801121020821,매일바이오드링킹요거트플레인150ML,매일유업
66323,8801207153016,롯데푸드파스퇴르바른목장요구르트100ML,롯데푸드
66324,8806371309252,푸르밀프로바이오키즈130ML,푸르밀
66325,8801069187082,남양이오베이비80ML,남양유업
66341,,서울우유)서울체다슬라이스치즈900(25개),서울우유
66342,8801155728953,동원에프앤비)1987체다치즈클래식12매입,동원F&B
70105,9556121026982,르몽드체다치즈90G,르몽드체
70155,8801045230047,오뚜기식물성마아가린200G,오뚜기
70210,8801121763940,매일아몬드브리즈언스위트,매일유업
70214,8801115137290,서울우유바나나,서울우유
70215,8801115114727,서울우유,서울우유
70216,8801121767139,매일바이오드링킹요거트스트로베리,매일유업
70220,8801104663762,빙그레아카페라잇츠라떼리치연유,빙그레
80183,8801207060918,롯데파스퇴르쾌변포도,푸르밀
80184,8801115134435,서울우유딸기,서울우유
80185,8801121759943,매일허쉬초콜릿드링크쿠키앤크림,매일유업
80186,8801069174839,남양맛있는우유GT,남양유업
80187,8801121103388, 매일우유속에딸기과즙,매일유업
80188,8801115134220,서울우유초콜릿,서울우유
80189,8801115135708,서울우유커피,서울우유
80192,8801104664929,빙그레토핑프레첼&초코청크,빙그레
80195,8801155734992,동원페퍼민트밀크티,동원F&B
80205,8801115139577,서울 스페셜티까페라떼다크,서울 스
80206,8801753106764,연세 달고나커피우유,연세유업
90036,8801121130568,매일)커피속에모카치노300ML,매일유업
90037,8801155822941,덴마크드링킹요구르트(플레인)310ML,동원에프앤비덴마크
90038,8806371307258,푸르밀)바나나킥우유225ML,푸르밀
90039,8801207154273,가나초콜릿밀크300ML,롯데푸드
90171,8801045231044,오뚜기)옥수수마아가린200G,오뚜기
90221,8801207153245,롯데파스퇴르우유바나나,푸르밀
90223,8801121768105,매일요구르트로어슈거,매일유업
90224,8801207153238,롯데가나초콜릿밀크,롯데칠성음료
90225,8801123103454,푸르밀가나초코우유,푸르밀
90226,8801155814014,소와나무덴마크민트쵸코우유,소와나무
